order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O51108,C1236,2025-06-03,Delivered,UPI,Mumbai,Maharashtra
O51109,C1189,2025-03-27,Delivered,COD,Hyderabad,West Bengal
O51110,C1149,2025-12-17,Delivered,COD,Hyderabad,West Bengal
O51111,C1117,2025-04-11,Cancelled,COD,Gurugram,Maharashtra
O51112,C1045,2025-05-05,Delivered,Debit Card,Delhi,Uttar Pradesh
O51113,C1276,2025-12-19,Delivered,Debit Card,Bengaluru,Gujarat
O51114,C1194,2025-07-25,Delivered,Credit Card,Jaipur,Gujarat
O51115,C1095,2025-04-07,Returned,Credit Card,Noida,Haryana
O51116,C1124,2025-01-02,Delivered,COD,Pune,West Bengal
O51117,C1217,2025-06-06,Delivered,Debit Card,Noida,Uttar Pradesh
O51118,C1215,2025-12-26,Cancelled,Net Banking,Gurugram,Uttar Pradesh
O51119,C1138,2025-06-07,Returned,UPI,Chennai,Uttar Pradesh
O51120,C1090,2025-09-13,Delivered,Net Banking,Mumbai,Uttar Pradesh
O51121,C1197,2025-04-03,Shipped,Net Banking,Mumbai,Gujarat
O51122,C1197,2025-10-11,Cancelled,COD,Lucknow,Karnataka
O51123,C1179,2025-10-11,Delivered,UPI,Gurugram,Maharashtra
O51124,C1021,2025-08-11,Shipped,Debit Card,Gurugram,Delhi
O51125,C1141,2025-10-09,Delivered,Debit Card,Lucknow,West Bengal
O51126,C1184,2025-07-31,Delivered,Debit Card,Hyderabad,West Bengal
O51127,C1285,2025-05-19,Delivered,UPI,Delhi,Karnataka
O51128,C1157,2025-09-27,Delivered,Debit Card,Bengaluru,Rajasthan
O51129,C1102,2025-11-01,Delivered,Credit Card,Hyderabad,Maharashtra
O51130,C1166,2025-11-03,Delivered,Net Banking,Mumbai,Telangana
O51131,C1053,2025-03-19,Delivered,Credit Card,Hyderabad,Maharashtra
O51132,C1027,2025-09-04,Delivered,Debit Card,Chennai,Telangana
O51133,C1203,2025-01-02,Delivered,Net Banking,Mumbai,Uttar Pradesh
O51134,C1295,2025-07-28,Delivered,UPI,Jaipur,Karnataka
O51135,C1253,2025-07-28,Delivered,Net Banking,Bengaluru,Telangana
O51136,C1175,2025-05-13,Delivered,Net Banking,Lucknow,Telangana
O51137,C1012,2025-12-29,Delivered,UPI,Noida,Karnataka
O51138,C1296,2025-11-19,Cancelled,UPI,Mumbai,Tamil Nadu
O51139,C1134,2025-01-15,Delivered,COD,Kolkata,Telangana
O51140,C1086,2025-03-18,Shipped,Credit Card,Ahmedabad,Maharashtra
O51141,C1267,2025-03-17,Delivered,COD,Gurugram,Haryana
O51142,C1223,2025-11-24,Shipped,Debit Card,Lucknow,Tamil Nadu
O51143,C1224,2025-07-09,Returned,Credit Card,Gurugram,Uttar Pradesh
O51144,C1083,2025-09-24,Cancelled,Credit Card,Pune,Rajasthan
O51145,C1297,2025-10-23,Delivered,Net Banking,Mumbai,Tamil Nadu
O51146,C1135,2025-10-08,Delivered,UPI,Bengaluru,Uttar Pradesh
O51147,C1159,2025-02-02,Delivered,Debit Card,Ahmedabad,Gujarat
O51148,C1225,2025-02-21,Delivered,Credit Card,Kolkata,Telangana
O51149,C1197,2025-05-25,Shipped,UPI,Jaipur,Uttar Pradesh
O51150,C1051,2025-05-04,Returned,Credit Card,Mumbai,Tamil Nadu
O51151,C1090,2025-09-30,Delivered,Debit Card,Lucknow,Tamil Nadu
O51152,C1108,2025-02-27,Delivered,Net Banking,Bengaluru,Maharashtra
O51153,C1284,2025-05-16,Delivered,UPI,Chennai,Gujarat
O51154,C1214,2025-03-28,Delivered,COD,Kolkata,Gujarat
O51155,C1109,2025-03-10,Delivered,COD,Chennai,Maharashtra
O51156,C1220,2025-03-05,Delivered,Net Banking,Chennai,Karnataka
O51157,C1221,2025-03-13,Shipped,COD,Bengaluru,Haryana
O51158,C1118,2025-07-25,Delivered,Debit Card,Chennai,Haryana
O51159,C1120,2025-05-30,Delivered,COD,Ahmedabad,Maharashtra
O51160,C1268,2025-06-08,Delivered,Net Banking,Pune,Maharashtra
O51161,C1168,2025-06-24,Cancelled,Debit Card,Hyderabad,Maharashtra
O51162,C1044,2025-09-28,Delivered,UPI,Gurugram,Uttar Pradesh
O51163,C1215,2025-11-11,Delivered,Debit Card,Pune,Karnataka
O51164,C1176,2025-07-12,Delivered,COD,Jaipur,Tamil Nadu
O51165,C1152,2025-08-23,Delivered,COD,Chennai,Maharashtra
O51166,C1217,2025-09-27,Delivered,Debit Card,Gurugram,Telangana
O51167,C1272,2025-09-09,Delivered,Credit Card,Hyderabad,Maharashtra
O51168,C1099,2025-02-19,Delivered,Net Banking,Jaipur,West Bengal
O51169,C1125,2025-12-25,Cancelled,UPI,Noida,Tamil Nadu
O51170,C1056,2025-03-02,Delivered,UPI,Delhi,Uttar Pradesh
O51171,C1194,2025-05-31,Delivered,Debit Card,Pune,Delhi
O51172,C1120,2025-08-27,Delivered,COD,Chennai,Gujarat
O51173,C1102,2025-05-28,Returned,Credit Card,Mumbai,Maharashtra
O51174,C1208,2025-03-30,Returned,Debit Card,Jaipur,Delhi
O51175,C1122,2025-12-04,Shipped,Credit Card,Ahmedabad,West Bengal
O51176,C1139,2025-01-27,Delivered,Debit Card,Hyderabad,Haryana
O51177,C1132,2025-03-31,Delivered,UPI,Pune,Haryana
O51178,C1077,2025-12-29,Shipped,Debit Card,Delhi,Uttar Pradesh
O51179,C1037,2025-09-24,Shipped,Debit Card,Jaipur,Haryana
O51180,C1248,2025-02-01,Delivered,Credit Card,Ahmedabad,Telangana
O51181,C1027,2025-10-03,Delivered,Credit Card,Bengaluru,Haryana
O51182,C1097,2025-12-20,Delivered,Net Banking,Hyderabad,Uttar Pradesh
O51183,C1200,2025-02-05,Shipped,UPI,Jaipur,Delhi
O51184,C1039,2025-06-01,Delivered,UPI,Kolkata,Delhi
O51185,C1196,2025-06-20,Delivered,UPI,Noida,Karnataka
O51186,C1219,2025-02-17,Delivered,COD,Kolkata,Karnataka
O51187,C1198,2025-03-15,Delivered,Credit Card,Lucknow,Delhi
O51188,C1091,2025-03-05,Delivered,UPI,Jaipur,Maharashtra
O51189,C1005,2025-03-09,Delivered,COD,Bengaluru,Maharashtra
O51190,C1266,2025-05-28,Shipped,UPI,Hyderabad,Telangana
O51191,C1097,2025-06-19,Delivered,Credit Card,Mumbai,Uttar Pradesh
O51192,C1241,2025-03-28,Delivered,UPI,Chennai,West Bengal
O51193,C1059,2025-04-16,Delivered,Net Banking,Gurugram,Uttar Pradesh
O51194,C1048,2025-03-12,Delivered,Net Banking,Pune,Haryana
O51195,C1233,2025-10-18,Delivered,Net Banking,Mumbai,Haryana
O51196,C1281,2025-03-19,Delivered,Credit Card,Pune,Rajasthan
O51197,C1258,2025-11-28,Delivered,Credit Card,Pune,Maharashtra
O51198,C1225,2025-07-16,Shipped,COD,Delhi,Gujarat
O51199,C1074,2025-10-20,Delivered,COD,Kolkata,Karnataka
O50020,C1261,2025-10-08,Delivered,COD,Mumbai,Karnataka
