order_item_id,order_id,product_id,quantity,discount
OI702205,O51101,P2008,2,0.05
OI702206,O51102,P2007,5,0.05
OI702207,O51102,P2004,2,0.1
OI702208,O51102,P2010,3,0.05
OI702209,O51103,P2007,2,0.0
OI702210,O51103,P2007,4,0.2
OI702211,O51103,P2003,1,0.2
OI702212,O51104,P2001,1,0.1
OI702213,O51104,P2008,2,0.05
OI702214,O51105,P2012,3,0.1
OI702215,O51105,P2005,1,0.0
OI702216,O51105,P2011,1,0.2
OI702217,O51106,P2009,5,0.15
OI702218,O51107,P2004,3,0.15
OI702219,O51107,P2006,1,0.2
OI702220,O51107,P2003,5,0.2
OI702221,O51108,P2009,4,0.05
OI702222,O51109,P2002,2,0.2
OI702223,O51109,P2009,1,0.0
OI702224,O51109,P2004,1,0.0
OI702225,O51110,P2001,2,0.05
OI702226,O51110,P2012,5,0.2
OI702227,O51111,P2007,3,0.2
OI702228,O51111,P2009,5,0.1
OI702229,O51112,P2009,4,0.15
OI702230,O51112,P2005,4,0.05
OI702231,O51112,P2008,2,0.15
OI702232,O51113,P2009,2,0.15
OI702233,O51113,P2010,1,0.05
OI702234,O51114,P2011,4,0.1
OI702235,O51114,P2004,5,0.2
OI702236,O51114,P2011,2,0.1
OI702237,O51115,P2012,5,0.0
OI702238,O51116,P2007,3,0.1
OI702239,O51117,P2009,5,0.2
OI702240,O51117,P2006,5,0.15
OI702241,O51118,P2010,2,0.15
OI702242,O51119,P2012,5,0.2
OI702243,O51119,P2007,3,0.1
OI702244,O51119,P2012,2,0.1
OI702245,O51120,P2001,4,0.05
OI702246,O51120,P2004,4,0.0
OI702247,O51120,P2002,3,0.1
OI702248,O51121,P2005,2,0.1
OI702249,O51122,P2001,3,0.2
OI702250,O51123,P2005,3,0.0
OI702251,O51123,P2003,3,0.1
OI702252,O51124,P2012,4,0.0
OI702253,O51124,P2007,3,0.0
OI702254,O51125,P2011,2,0.1
OI702255,O51125,P2003,1,0.05
OI702256,O51126,P2012,4,0.2
OI702257,O51126,P2008,4,0.1
OI702258,O51126,P2001,3,0.2
OI702259,O51127,P2010,1,0.05
OI702260,O51127,P2004,2,0.2
OI702261,O51128,P2008,4,0.1
OI702262,O51128,P2012,2,0.0
OI702263,O51129,P2008,2,0.2
OI702264,O51129,P2002,2,0.0
OI702265,O51129,P2003,4,0.15
OI702266,O51130,P2011,1,0.15
OI702267,O51130,P2002,5,0.15
OI702268,O51131,P2007,2,0.15
OI702269,O51131,P2011,1,0.2
OI702270,O51131,P2009,1,0.2
OI702271,O51132,P2008,1,0.0
OI702272,O51133,P2009,4,0.05
OI702273,O51133,P2010,1,0.2
OI702274,O51134,P2008,5,0.05
OI702275,O51135,P2010,5,0.05
OI702276,O51135,P2007,2,0.1
OI702277,O51136,P2001,5,0.15
OI702278,O51136,P2006,1,0.0
OI702279,O51137,P2008,2,0.15
OI702280,O51137,P2005,1,0.1
OI702281,O51138,P2001,1,0.05
OI702282,O51139,P2012,2,0.0
OI702283,O51139,P2003,2,0.05
OI702284,O51140,P2012,2,0.15
OI702285,O51141,P2002,2,0.1
OI702286,O51141,P2006,1,0.15
OI702287,O51141,P2004,2,0.15
OI702288,O51142,P2011,5,0.1
OI702289,O51142,P2002,2,0.05
OI702290,O51142,P2004,2,0.0
OI702291,O51143,P2008,3,0.0
OI702292,O51144,P2011,3,0.05
OI702293,O51144,P2004,2,0.05
OI702294,O51145,P2012,2,0.2
OI702295,O51145,P2011,1,0.1
OI702296,O51145,P2008,3,0.1
OI702297,O51146,P2009,2,0.1
OI702298,O51146,P2003,5,0.0
OI702299,O51147,P2001,2,0.15
OI702300,O51148,P2006,1,0.05
OI702301,O51148,P2002,3,0.15
OI702302,O51148,P2001,4,0.05
OI702303,O51149,P2010,4,0.15
OI702304,O51149,P2009,1,0.0
OI702305,O51149,P2005,4,0.15
OI702306,O51150,P2004,5,0.1
OI702307,O51150,P2003,4,0.0
OI702308,O51150,P2005,4,0.15
OI702309,O51151,P2002,1,0.0
OI702310,O51152,P2010,3,0.1
OI702311,O51152,P2004,1,0.0
OI702312,O51152,P2009,1,0.0
OI702313,O51153,P2007,3,0.05
OI702314,O51153,P2002,3,0.05
OI702315,O51153,P2007,1,0.05
OI702316,O51154,P2006,2,0.05
OI702317,O51155,P2006,2,0.15
OI702318,O51155,P2005,2,0.1
OI702319,O51156,P2006,3,0.0
OI702320,O51157,P2001,4,0.0
OI702321,O51157,P2003,2,0.15
OI702322,O51158,P2006,1,0.05
OI702323,O51158,P2010,1,0.15
OI702324,O51158,P2005,1,0.15
OI702325,O51159,P2005,1,0.1
OI702326,O51160,P2002,3,0.2
OI702327,O51161,P2006,5,0.05
OI702328,O51162,P2011,4,0.05
OI702329,O51162,P2010,4,0.1
OI702330,O51163,P2012,5,0.2
OI702331,O51163,P2009,2,0.0
OI702332,O51164,P2012,2,0.0
OI702333,O51165,P2001,3,0.1
OI702334,O51166,P2009,3,0.2
OI702335,O51166,P2010,1,0.05
OI702336,O51167,P2007,4,0.05
OI702337,O51167,P2001,4,0.15
OI702338,O51167,P2008,3,0.0
OI702339,O51168,P2008,4,0.0
OI702340,O51168,P2009,4,0.2
OI702341,O51168,P2007,4,0.1
OI702342,O51169,P2009,4,0.2
OI702343,O51169,P2001,4,0.15
OI702344,O51169,P2007,3,0.15
OI702345,O51170,P2005,5,0.15
OI702346,O51170,P2003,5,0.05
OI702347,O51171,P2011,2,0.05
OI702348,O51172,P2006,1,0.0
OI702349,O51173,P2003,1,0.2
OI702350,O51173,P2008,1,0.0
OI702351,O51174,P2004,1,0.15
OI702352,O51174,P2011,2,0.15
OI702353,O51174,P2006,1,0.15
OI702354,O51175,P2012,1,0.1
OI702355,O51175,P2008,1,0.2
OI702356,O51175,P2002,2,0.2
OI702357,O51176,P2009,3,0.15
OI702358,O51176,P2001,4,0.0
OI702359,O51177,P2007,3,0.0
OI702360,O51178,P2004,5,0.0
OI702361,O51178,P2003,2,0.1
OI702362,O51178,P2005,1,0.1
OI702363,O51179,P2002,2,0.1
OI702364,O51179,P2009,1,0.05
OI702365,O51179,P2003,4,0.0
OI702366,O51180,P2006,2,0.2
OI702367,O51180,P2010,5,0.2
OI702368,O51181,P2011,1,0.05
OI702369,O51182,P2009,3,0.1
OI702370,O51182,P2005,3,0.1
OI702371,O51183,P2008,4,0.05
OI702372,O51183,P2002,2,0.1
OI702373,O51184,P2003,5,0.05
OI702374,O51185,P2002,5,0.05
OI702375,O51185,P2005,4,0.05
OI702376,O51185,P2007,4,0.0
OI702377,O51186,P2010,2,0.2
OI702378,O51187,P2011,5,0.2
OI702379,O51187,P2005,5,0.05
OI702380,O51187,P2008,1,0.2
OI702381,O51188,P2012,2,0.05
OI702382,O51188,P2007,5,0.1
OI702383,O51189,P2003,4,0.15
OI702384,O51189,P2011,1,0.05
OI702385,O51189,P2002,3,0.15
OI702386,O51190,P2010,4,0.2
OI702387,O51190,P2011,3,0.2
OI702388,O51191,P2009,3,0.2
OI702389,O51192,P2003,4,0.2
OI702390,O51192,P2001,1,0.15
OI702391,O51193,P2007,1,0.1
OI702392,O51193,P2007,5,0.05
OI702393,O51194,P2001,3,0.15
OI702394,O51194,P2004,4,0.2
OI702395,O51195,P2007,4,0.0
OI702396,O51196,P2005,1,0.05
OI702397,O51197,P2011,3,0.05
OI702398,O51198,P2001,3,0.15
OI702399,O51198,P2010,2,0.1
OI702400,O51198,P2010,4,0.0
OI702401,O51199,P2004,2,0.0
OI702402,O51199,P2002,2,0.0
OI702403,O51199,P2009,3,0.05
OI700031,O50014,P2005,5,0.05
